block_id,neighborhood_source,lon,lat,area,st_north,st_east,st_south,st_west,dates_nonzero,mean_persons,max_persons,total_persons,persistence,in_panel_261,latest_individuals,latest_tents_structures,latest_vehicles,latest_persons_adj,donor_in_block,nearest_donor_m,donor_within_200m,donor_within_400m,donor_within_800m,shelter_in_block,nearest_shelter_m,shelter_within_200m,shelter_within_400m,shelter_within_800m,foodsite_in_block,nearest_foodsite_m,foodsite_within_200m,foodsite_within_400m,foodsite_within_800m,restaurant_within_200m,restaurant_within_400m,restaurant_within_800m,restaurant_in_block,nearest_restaurant_m,unserved_need,supply_within_400m
FRONT_ST_W_ASH_ST,Cortez,-117.1651687,32.7193522,Cortez,W_ASH_ST,FRONT_ST,W_A_ST,UNION_ST,7.0,3.6666666666666665,11.0,44.0,0.5833333333333334,True,1,0.0,0,1.0,0,303.2,0,2,7,0,366.6,0,1,2,0,389.5,0,1,4,0,0,0,0,,0.0,2
08TH_AV_CEDAR_ST,Cortez,-117.1579206,32.7214624,Cortez,CEDAR_ST,08TH_AV,BEECH_ST,07TH_AV,1.0,0.0833333333333333,1.0,1.0,0.0833333333333333,True,0,0.0,0,0.0,0,604.2,0,0,4,0,352.0,0,1,3,0,339.2,0,2,4,0,0,0,0,,0.0,0
08TH_AV_ASH_ST,Cortez,-117.1579077,32.7193799,Cortez,ASH_ST,08TH_AV,A_ST,07TH_AV,4.0,0.7291666666666666,5.0,8.75,0.3333333333333333,True,1,0.0,0,1.0,0,384.1,0,1,5,0,358.8,0,1,3,0,381.8,0,1,5,0,0,0,0,,0.0,1
01ST_AV_W_CEDAR_ST,Cortez,-117.1643624,32.7214641,Cortez,W_CEDAR_ST,01ST_AV,W_BEECH_ST,FRONT_ST,1.0,0.0833333333333333,1.0,1.0,0.0833333333333333,True,0,0.0,0,0.0,0,546.9,0,0,6,0,288.8,0,1,2,0,273.0,0,2,4,0,0,0,0,,0.0,0
06TH_AV_ASH_ST,Cortez,-117.159752,32.7193801,Cortez,ASH_ST,06TH_AV,A_ST,05TH_AV,6.0,1.0833333333333333,6.0,13.0,0.5,True,0,0.0,0,0.0,0,354.8,0,1,6,0,205.8,0,1,3,0,243.6,0,1,6,0,0,0,0,,0.0,1
01ST_AV_W_BEECH_ST,Cortez,-117.1643077,32.7204067,Cortez,W_BEECH_ST,01ST_AV,W_ASH_ST,FRONT_ST,3.0,1.1041666666666667,6.25,13.25,0.25,True,0,0.0,0,0.0,0,445.3,0,0,7,0,263.2,0,1,2,0,271.1,0,1,4,0,0,0,0,,0.0,0
09TH_AV_ASH_ST,Cortez,-117.1569963,32.7193836,Cortez,ASH_ST,09TH_AV,A_ST,08TH_AV,2.0,0.1666666666666666,1.0,2.0,0.1666666666666666,True,0,0.0,0,0.0,0,425.0,0,0,5,0,439.8,0,0,3,0,458.6,0,0,5,0,0,0,0,,0.1666666666666666,0
03RD_AV_J_ST,Marina,-117.1623282,32.7084097,Marina,J_ST,03RD_AV,HARBOR_DR,01ST_AV,9.0,4.19,13.0,50.28,0.75,True,0,0.0,0,0.0,0,184.2,1,6,12,0,796.6,0,0,1,0,719.8,0,0,2,0,0,0,0,,4.19,6
04TH_AV_J_ST,Marina,-117.1614727,32.7088488,Marina,J_ST,04TH_AV,K_ST,03RD_AV,7.0,1.055,3.66,12.66,0.5833333333333334,True,0,0.0,0,0.0,0,148.1,1,6,14,0,718.6,0,0,1,0,631.1,0,0,2,0,0,0,0,,1.055,6
05TH_AV_MARKET_ST,Gaslamp,-117.1605705,32.710951,Gaslamp,MARKET_ST,05TH_AV,ISLAND_AV,04TH_AV,11.0,2.8775,7.75,34.53,0.9166666666666666,True,3,0.0,0,3.0,0,252.3,0,5,14,0,470.3,0,0,1,0,402.8,0,0,2,0,0,0,0,,2.8775,5
